seqnames,start,end,width,strand,sampleID,hgncSymbol,type,pValue,padjust,psiValue,deltaPsi,counts,totalCounts,meanCounts,meanTotalCounts,nonsplitCounts,nonsplitProportion,nonsplitProportion_99quantile
chr7,2239677,2242161,2485,*,RD140,MAD1L1;MRM2,jaccard,1.2571e-6,0.04213,0.94,0.87,15,16,7.4,65.8,1,0.06,NA
chr8,58434505,58439632,5128,*,RD139,UBXN2B,jaccard,1.2571e-6,0.029744,0.08,-0.55,4,51,88.94,148.07,10,0.2,NA
chr1,43432800,43432988,189,*,RD144,SZT2,jaccard,1.2584e-6,0.043438,0.19,-0.71,4,21,44.55,46.44,0,0,NA
chr12,54575219,54575550,332,*,RD143,PDE1B;PPP1R1A,jaccard,1.2587e-6,0.034499,0,-0.84,0,16,25.75,26.5,0,0,NA
chr12,120737989,120738279,291,*,RD139,ACADS,jaccard,1.2593e-6,0.029764,0.33,-0.62,5,15,89.79,92.85,10,0.67,NA
chr3,39102882,39103472,591,*,RD143,GORASP1,jaccard,1.2599e-6,0.034509,0.15,-0.78,2,13,60.31,72.2,11,0.85,NA
chr6,29947826,29957839,10014,*,RD144,NA,jaccard,1.2603e-6,0.043468,0.76,0.74,22,29,0.65,66.73,7,0.24,NA
chr9,114381447,114394356,12910,*,RD142,AKNA,jaccard,1.261e-6,0.025794,0.49,0.3,75,152,157.27,768.87,17,0.11,NA
chr4,118815159,118815450,292,*,RD142,SEC24D,jaccard,1.262e-6,0.025803,0.89,0.8,16,18,20.71,74.15,1,0.06,NA
chr9,128494669,128496040,1372,*,RD143,ODF2,jaccard,1.2634e-6,0.034559,0.05,-0.68,1,19,76.42,120.28,18,0.95,NA
chr22,20115448,20115671,224,*,RD142,TRMT2A,jaccard,1.2635e-6,0.025821,0.84,0.37,122,145,123.59,195.56,23,0.16,NA
chr5,141671421,141671569,149,*,RD140,ARAP3,jaccard,1.2649e-6,0.042325,0.33,0.33,9,27,0.92,237.64,0,0,NA
chr22,31272705,31272844,140,*,RD140,LIMK2,jaccard,1.2664e-6,0.042341,0.45,0.36,20,44,63.99,804.29,1,0.02,NA
chr7,66086822,66087333,512,*,RD142,ASL,jaccard,1.2667e-6,0.025848,0.35,-0.48,21,60,113.67,156.27,0,0,NA
chr5,153993111,153994918,1808,*,RD143,FAM114A2,jaccard,1.2672e-6,0.034586,0.28,-0.68,5,18,49.68,51.23,6,0.33,NA
chr15,80168317,80172148,3832,*,RD140,FAH,jaccard,1.2677e-6,0.042349,0,-0.94,0,11,38.44,43.08,11,1,NA
chr15,63256595,63259626,3032,*,RD144,RAB8B,jaccard,1.2682e-6,0.043594,0.29,-0.71,2,7,231.59,237.91,0,0,NA
chr10,14553388,14604239,50852,*,RD144,FAM107B,jaccard,1.2685e-6,0.043594,0.71,0.54,36,51,51.42,263.29,0,0,NA
chr17,45030180,45034186,4007,*,RD142,NMT1;DCAKD,jaccard,1.2694e-6,0.02589,0.76,0.66,26,34,42.79,95.87,0,0,NA
chr12,43768273,43771037,2765,*,RD143,IRAK4,jaccard,1.2707e-6,0.034623,0.64,0.61,28,44,7.23,75.15,9,0.2,NA
chr12,19500222,19512397,12176,*,RD143,AEBP2,jaccard,1.2721e-6,0.03464,0.48,-0.5,15,31,53.66,57.85,16,0.52,NA
chr20,25260597,25269128,8532,*,RD140,PYGB,jaccard,1.2733e-6,0.042504,1,0.99,4,4,0.24,151.3,0,0,NA
chr19,45995505,46002982,7478,*,RD144,CCDC61,jaccard,1.2746e-6,0.04372,0.78,0.74,21,27,1.68,44.82,0,0,NA
chrX,154700060,154712439,12380,*,RD139,GAB3,jaccard,1.2762e-6,0.03011,0.32,0.31,24,76,4.51,167.91,22,0.29,NA
chr9,136461275,136462886,1612,*,RD144,SEC16A,jaccard,1.2763e-6,0.043728,0.27,-0.7,3,11,105.79,121.08,8,0.73,NA
chr3,4900698,4979794,79097,*,RD143,BHLHE40-AS1;BHLHE40,jaccard,1.2774e-6,0.034737,0.52,0.51,12,23,3.05,136.2,11,0.48,NA
chr17,82009568,82009955,388,*,RD140,ASPSCR1,jaccard,1.2776e-6,0.042547,0.33,0.33,16,48,1.63,109.97,0,0,NA
chr12,57935554,57941638,6085,*,RD144,NA,jaccard,1.2799e-6,0.043781,0.76,0.74,19,25,1.65,46.34,0,0,NA
chr14,105384464,105384878,415,*,RD140,PACS2,jaccard,1.2818e-6,0.04265,0.43,-0.52,10,23,135.41,141.45,6,0.26,NA
chr1,3498500,3499587,1088,*,RD139,MEGF6,jaccard,1.2838e-6,0.030273,0.79,0.59,22,28,6.93,170.55,0,0,NA
chr17,69517552,69519312,1761,*,RD144,MAP2K6,jaccard,1.2839e-6,0.043842,1,0.97,6,6,1.14,92.49,0,0,NA
chr5,177460704,177466771,6068,*,RD140,DBN1,jaccard,1.2845e-6,0.042665,0.47,-0.5,42,89,106.49,119.27,0,0,NA
chr15,69749041,69750930,1890,*,RD143,PCAT29,jaccard,1.2846e-6,0.034866,1,0.9,31,31,3.69,28.19,0,0,NA
chr12,132851735,132853430,1696,*,RD144,CHFR,jaccard,1.2849e-6,0.043842,0.55,0.37,67,122,135.68,301.79,3,0.02,NA
chr7,149731777,149733205,1429,*,RD140,KRBA1,jaccard,1.2855e-6,0.042665,0.11,-0.81,2,18,23.3,26.07,0,0,NA
chr14,97969471,97977976,8506,*,RD142,LINC01550,jaccard,1.286e-6,0.026202,0.81,0.63,21,26,6.39,165.93,3,0.12,NA
chr1,151028945,151033805,4861,*,RD140,PRUNE1,jaccard,1.2864e-6,0.042665,0.23,-0.66,5,22,130.59,165.29,0,0,NA
chr7,129005160,129014978,9819,*,RD140,TNPO3,jaccard,1.2874e-6,0.042665,0,-0.91,0,8,79.12,83.8,4,0.5,NA
chr14,24139477,24139729,253,*,RD143,NA,jaccard,1.2892e-6,0.034935,0.95,0.71,35,37,10.7,64.5,2,0.05,NA
chrX,18901604,18902791,1188,*,RD143,PHKA2,jaccard,1.2896e-6,0.034935,0.41,0.39,29,70,16.29,166.73,0,0,NA
chr2,113635131,113641352,6222,*,RD143,RABL2A,jaccard,1.2897e-6,0.034935,0.53,0.51,25,47,4,75.88,4,0.09,NA
chr1,47229352,47232310,2959,*,RD143,TAL1,jaccard,1.2932e-6,0.035006,0.76,0.74,16,21,0.67,69.36,0,0,NA
chr19,10283787,10284032,246,*,RD140,LIMASI;ICAM1,jaccard,1.2939e-6,0.042811,0.38,-0.58,5,13,155.31,160.94,8,0.62,NA
chr2,118096427,118103196,6770,*,RD144,INSIG2,jaccard,1.2963e-6,0.044086,1,0.96,12,12,1.64,33.74,0,0,NA
chr1,153659185,153659447,263,*,RD139,SNAPIN,jaccard,1.2977e-6,0.030565,0.45,-0.39,50,112,143.35,167.89,17,0.15,NA
chr18,36164668,36167152,2485,*,RD140,ELP2,jaccard,1.2993e-6,0.042958,0.31,0.3,18,58,3.87,200.63,25,0.43,NA
chr9,131863141,131884057,20917,*,RD142,MED27,jaccard,1.2994e-6,0.026464,0.27,-0.65,6,22,88.4,101.84,16,0.73,NA
chr20,34090603,34093674,3072,*,RD139,RALY;EIF2S2,jaccard,1.3018e-6,0.030645,0.53,-0.37,55,103,216.7,235.58,11,0.11,NA
chr9,133112153,133148962,36810,*,RD140,RALGDS,jaccard,1.3036000000000001e-06,0.043032,0.97,0.53,59,61,41.19,103.86,0,0,NA
chr6,154833410,154907729,74320,*,RD139,SCAF8;TIAM2,jaccard,1.3044e-6,0.030678,1,0.89,12,12,9.17,72.78,0,0,NA
chr12,48679834,48681570,1737,*,RD139,KANSL2,jaccard,1.3047e-6,0.030678,0.91,0.85,10,11,1.34,62.29,0,0,NA
chr2,111124140,111164132,39993,*,RD144,MIR4435-2HG;BCL2L11,jaccard,1.3088e-6,0.044402,0.67,0.66,6,9,3.34,122.23,0,0,NA
chr11,113736774,113737571,798,*,RD139,ZW10,jaccard,1.3092e-6,0.030743,0.65,0.63,11,17,1.19,52.5,2,0.12,NA
chr19,41565057,41577199,12143,*,RD143,NA,jaccard,1.3097e-6,0.035407,0.58,0.51,23,40,39.2,177.74,0,0,NA
chr10,92291530,92311134,19605,*,RD144,MARCHF5,jaccard,1.3114e-6,0.044417,0.59,-0.39,26,44,138.53,145.12,1,0.02,NA
chr3,71299881,71493425,193545,*,RD140,FOXP1;FOXP1-AS1;EIF4E3,jaccard,1.312e-6,0.04324,0.45,0.44,14,31,1.6,97.9,0,0,NA
chr11,11952872,11954896,2025,*,RD142,USP47,jaccard,1.3122e-6,0.026698,0.62,-0.34,80,129,91.9,97.01,49,0.38,NA
GL000219.1,97364,99125,1762,*,RD144,NA,jaccard,1.3129e-6,0.044433,0.17,-0.68,7,41,69.07,117.75,0,0,NA
chr19,49686727,49688161,1435,*,RD139,PRMT1,jaccard,1.3163e-6,0.030879,0.59,-0.37,17,29,339.72,405.37,12,0.41,NA
chrX,135581144,135581527,384,*,RD144,INTS6L,jaccard,1.3164e-6,0.044516,0.52,-0.46,11,21,119.04,127.18,0,0,NA
chr6,31884800,31884890,91,*,RD139,NA,jaccard,1.317e-6,0.030879,1,0.89,9,9,11.5,139.03,0,0,NA
chrX,71368171,71375166,6996,*,RD143,TAF1,jaccard,1.3198e-6,0.035634,0,-0.66,0,20,41.04,42.71,20,1,NA
chr10,110901613,110919120,17508,*,RD139,BBIP1,jaccard,1.321e-6,0.030938,0.61,0.59,11,18,11.54,152.98,7,0.39,NA
chr2,218740585,218745690,5106,*,RD143,TTLL4,jaccard,1.3224e-6,0.035682,0.46,0.44,22,48,0.58,95.68,11,0.23,NA
chr19,10544326,10544782,457,*,RD144,ATG4D,jaccard,1.3238e-6,0.044655,0.17,-0.59,7,42,93.38,138.66,33,0.79,NA
chr17,1736219,1737364,1146,*,RD142,NA,jaccard,1.3242e-6,0.026915,0.52,-0.45,13,25,160.12,174.64,12,0.48,NA
chr16,57028204,57028306,103,*,RD139,NLRC5,jaccard,1.3246e-6,0.030989,0.31,0.3,22,70,1.35,150.52,32,0.46,NA
chr14,73721510,73722697,1188,*,RD143,MIDEAS,jaccard,1.3249e-6,0.035725,0.18,-0.74,2,11,91.62,103.1,9,0.82,NA
chrX,41223403,41224741,1339,*,RD142,USP9X,jaccard,1.3255e-6,0.026921,0.66,-0.31,40,61,139.89,148.86,21,0.34,NA
chr16,50668042,50668248,207,*,RD142,LOC101927272;SNX20,jaccard,1.3258e-6,0.026921,0.71,0.58,36,51,22.73,107.22,15,0.29,NA
chr6,156871653,156901375,29723,*,RD140,ARID1B,jaccard,1.3271e-6,0.043659,1,0.9,9,9,3.13,98.68,0,0,NA
chr15,63302473,63305613,3141,*,RD142,APH1B,jaccard,1.3278e-6,0.026949,0.49,-0.5,20,41,77.12,82.77,21,0.51,NA
chr4,1170577,1170998,422,*,RD140,SPON2,jaccard,1.3279e-6,0.043659,0.47,-0.43,35,75,555.62,585,40,0.53,NA
chr2,210016258,210016506,249,*,RD140,RPE,jaccard,1.329e-6,0.043659,1,0.87,14,14,6.56,70.53,0,0,NA
chr22,40400814,40401592,779,*,RD142,SGSM3,jaccard,1.3292e-6,0.026963,0.19,-0.38,22,117,174.48,239.25,32,0.27,NA
chr15,34932435,34934570,2136,*,RD143,AQR,jaccard,1.3298e-6,0.035834,0.32,-0.63,8,25,48.69,49.14,0,0,NA
chr16,14923791,14923976,186,*,RD140,PKD1P3-NPIPA1,jaccard,1.3306e-6,0.043679,1,0.97,10,10,1.74,28.8,0,0,NA
chrX,132406393,132437898,31506,*,RD143,RAP2C-AS1;MBNL3,jaccard,1.3308e-6,0.035839,0.42,0.38,61,145,17.89,163.62,12,0.08,NA
chr9,124880373,124880455,83,*,RD143,GOLGA1,jaccard,1.3322e-6,0.035853,0.67,0.65,32,48,5.1,63.15,16,0.33,NA
chr3,69077919,69080111,2193,*,RD144,UBA3,jaccard,1.3341e-6,0.044966,0.46,-0.47,19,41,155.35,186.61,0,0,NA
chr7,66922247,66941847,19601,*,RD143,TMEM248,jaccard,1.3346e-6,0.03587,0.8,0.68,12,15,6.96,227.18,0,0,NA
chr8,19844239,19845581,1343,*,RD144,INTS10,jaccard,1.3357e-6,0.044985,0.33,0.33,14,42,1.07,128.44,3,0.07,NA
chr1,11664256,11668655,4400,*,RD140,MAD2L2;FBXO6,jaccard,1.3368e-6,0.043848,0,-0.91,0,9,103.22,124.64,0,0,NA
chr21,42273436,42282273,8838,*,RD142,ABCG1,jaccard,1.3369e-6,0.027081,0.46,0.42,22,48,17.92,201.88,0,0,NA
chr2,64585546,64591887,6342,*,RD143,AFTPH,jaccard,1.3388e-6,0.035959,0.53,0.35,94,179,95.33,258.61,17,0.09,NA
chr17,30461312,30461876,565,*,RD139,CPD,jaccard,1.34e-6,0.031295,0.45,-0.53,5,11,185.53,186.59,6,0.55,NA
chr7,106869557,106872536,2980,*,RD140,PIK3CG,jaccard,1.3446e-6,0.044055,0.51,-0.46,22,43,107.7,114.16,7,0.16,NA
chr11,126203658,126204230,573,*,RD142,RPUSD4,jaccard,1.3464e-6,0.02726,0.38,-0.58,10,26,61.24,63.12,0,0,NA
chr1,207609689,207611676,1988,*,RD140,CR1,jaccard,1.3482e-6,0.044115,0.28,-0.6,8,29,100.59,116.57,4,0.14,NA
chr22,30973588,30975169,1582,*,RD139,TUG1,jaccard,1.3486e-6,0.031479,0.73,0.48,64,88,56.36,186.17,20,0.23,NA
chr3,33396879,33397044,166,*,RD143,FBXL2;UBP1,jaccard,1.35e-6,0.036213,0.36,0.35,23,64,8.8,174.44,0,0,NA
chr13,113548453,113549424,972,*,RD143,TMCO3,jaccard,1.3524e-6,0.03623,0.49,-0.49,19,39,94.98,103.25,0,0,NA
chr14,73927229,73931502,4274,*,RD143,ZNF410;FAM161B,jaccard,1.355e-6,0.036278,0.3,0.3,20,66,4.66,149.63,2,0.03,NA
chrX,40063851,40064335,485,*,RD142,BCOR,jaccard,1.3556e-6,0.027433,0,-0.73,0,28,47.58,65.06,12,0.43,NA
chr8,125936334,125945932,9599,*,RD142,LINC02964;LINC00861,jaccard,1.3575e-6,0.027437,0.18,-0.41,19,107,51.65,317.31,55,0.51,NA
chr2,111123767,111124049,283,*,RD139,MIR4435-2HG;BCL2L11,jaccard,1.3577e-6,0.031673,0.74,0.7,20,27,0.25,99.63,7,0.26,NA
chr15,67066361,67164894,98534,*,RD142,SMAD3,jaccard,1.3578e-6,0.027437,0.18,-0.8,2,11,65.78,72.98,9,0.82,NA
chr3,88058224,88058814,591,*,RD140,CGGBP1,jaccard,1.3585e-6,0.044351,0.26,-0.39,30,115,229.83,286.12,85,0.74,NA
chr16,399124,399378,255,*,RD139,NME4,jaccard,1.3589e-6,0.031685,0.45,-0.45,18,40,166.6,178.95,22,0.55,NA
chr9,112694234,112717986,23753,*,RD144,INIP,jaccard,1.3593e-6,0.045629,0.5,0.5,10,20,3.17,115.6,0,0,NA
chr17,28329277,28330442,1166,*,RD143,IFT20,jaccard,1.3628e-6,0.036439,0,-0.79,0,14,53.02,76.67,14,1,NA
chr3,9818921,9820545,1625,*,RD142,ARPC4-TTLL3;TTLL3,jaccard,1.3671e-6,0.027571,0.57,0.45,39,69,63.64,221.86,30,0.43,NA
chr22,20401373,20405376,4004,*,RD140,ZNF74,jaccard,1.3698e-6,0.044614,0.42,-0.54,18,43,39.62,40.64,0,0,NA
chr2,101038656,101040203,1548,*,RD139,TBC1D8,jaccard,1.3714e-6,0.031939,0.64,0.57,28,44,0.95,79.32,14,0.32,NA
chr1,155327133,155330402,3270,*,RD142,RUSC1,jaccard,1.3771e-6,0.027746,0.83,0.82,5,6,1.59,141.37,0,0,NA
chr2,197081726,197083368,1643,*,RD144,ANKRD44,jaccard,1.3798e-6,0.046219,0.55,-0.42,12,22,261.08,275.73,10,0.45,NA
chr9,129042430,129048426,5997,*,RD144,MIGA2,jaccard,1.3802e-6,0.046219,0.58,0.56,11,19,6.71,148.2,6,0.32,NA
chr15,67231898,67235978,4081,*,RD139,AAGAB,jaccard,1.381e-6,0.032127,0.68,-0.31,38,56,101.48,102.02,18,0.32,NA
chr16,58556994,58558472,1479,*,RD140,CNOT1,jaccard,1.3814e-6,0.044954,0.38,-0.52,14,37,115.79,132.37,8,0.22,NA
chr1,8356247,8358195,1949,*,RD144,RERE,jaccard,1.3827e-6,0.046265,0.62,-0.35,15,24,450.94,470.88,9,0.38,NA
chr16,21797129,21797749,621,*,RD142,RRN3P1,jaccard,1.3858e-6,0.027907,0.58,0.51,30,52,0.46,70.75,0,0,NA
chr2,201384217,201386217,2001,*,RD144,TRAK2,jaccard,1.3881e-6,0.046411,0.59,-0.36,23,39,111.79,116.1,16,0.41,NA
chr8,97661174,97686667,25494,*,RD142,MTDH,jaccard,1.3906e-6,0.027991,0.67,-0.33,16,24,176.47,178.61,0,0,NA
chr17,44188010,44188934,925,*,RD140,TMUB2,jaccard,1.3916e-6,0.045182,0.65,0.47,79,121,44.96,140.14,24,0.2,NA
chr10,15102337,15103304,968,*,RD143,RPP38;LOC105376431;NMT2,jaccard,1.3919e-6,0.03705,0.91,0.77,30,33,29.1,66.82,0,0,NA
chr4,163512860,163514073,1214,*,RD144,TMA16,jaccard,1.3929e-6,0.046531,0.33,-0.65,5,15,29.74,30.45,10,0.67,NA
chr21,33591208,33595730,4523,*,RD142,ATP5PO;CRYZL1,jaccard,1.394e-6,0.028031,0.75,0.7,24,32,20.24,74.76,8,0.25,NA
chr22,21666132,21669912,3781,*,RD143,LOC107985532;PPIL2,jaccard,1.3946e-6,0.037098,0.63,-0.34,55,87,155.77,160.55,4,0.05,NA
chr8,23043244,23090172,46929,*,RD143,TNFRSF10B;LOC254896,jaccard,1.3982e-6,0.03717,0.33,0.32,14,43,0.36,179.79,3,0.07,NA
chr15,68173893,68175636,1744,*,RD143,PIAS1,jaccard,1.3991e-6,0.03717,0.64,-0.35,14,22,177.26,182.08,8,0.36,NA
chr12,122244763,122249870,5108,*,RD142,VPS33A,jaccard,1.4006e-6,0.028137,0.42,-0.52,34,81,68.95,86.58,0,0,NA
chr15,89330277,89332217,1941,*,RD140,POLG;POLGARF,jaccard,1.401e-6,0.045415,0.89,0.75,24,27,7.24,75.84,0,0,NA
chr4,42552611,42555967,3357,*,RD140,ATP8A1,jaccard,1.4028e-6,0.045438,0.35,-0.63,11,31,37.52,38.36,0,0,NA
chr13,110635589,110637128,1540,*,RD143,NAXD,jaccard,1.4075e-6,0.037322,0.33,-0.62,9,27,58.65,76.13,18,0.67,NA
chr19,51740976,51742454,1479,*,RD139,NA,jaccard,1.41e-6,0.032709,0.49,0.46,28,57,0.48,78.64,29,0.51,NA
chr4,108657648,108667246,9599,*,RD144,OSTC,jaccard,1.4102e-6,0.047029,0.62,-0.33,103,166,206.6,222.8,0,0,NA
chr9,120926263,120926549,287,*,RD142,TRAF1,jaccard,1.4116e-6,0.028332,0.33,0.31,26,78,6.34,268.82,32,0.41,NA
chr11,66284967,66285380,414,*,RD143,CNIH2;YIF1A,jaccard,1.4117e-6,0.037387,0.46,-0.52,32,70,94.24,102.96,0,0,NA
chr7,5190494,5199575,9082,*,RD144,WIPI2,jaccard,1.4123e-6,0.047029,0.22,-0.46,16,72,169.95,301.86,0,0,NA
chr5,180269410,180279795,10386,*,RD140,MAPK9,jaccard,1.4141e-6,0.045696,0.71,0.69,44,62,7.62,52.86,3,0.05,NA
chr12,57512104,57512235,132,*,RD139,MARS1,jaccard,1.4146e-6,0.032798,0.47,-0.34,89,191,201.09,303.04,55,0.29,NA
chr4,112375323,112377677,2355,*,RD140,ALPK1,jaccard,1.4163e-6,0.045697,0.92,0.9,12,13,0.52,41.26,0,0,NA
chr13,39022413,39023051,639,*,RD143,PROSER1,jaccard,1.417e-6,0.037501,0.32,-0.66,6,19,64.09,67.29,0,0,NA
chr5,134738793,134741062,2270,*,RD142,CAMLG,jaccard,1.4198e-6,0.028456,1,0.31,81,81,124.66,185.28,0,0,NA
chr3,182869332,182872355,3024,*,RD142,ATP11B,jaccard,1.4202e-6,0.028456,0.29,-0.59,6,21,85.8,88.35,15,0.71,NA
chr11,65620967,65622223,1257,*,RD142,PCNX3,jaccard,1.4213e-6,0.028456,0.69,0.66,9,13,4.58,157.58,0,0,NA
chr22,20555149,20564449,9301,*,RD140,MED15,jaccard,1.4214e-6,0.045756,0.58,-0.38,22,38,247.94,265.74,1,0.03,NA
chr14,74821138,74824255,3118,*,RD139,YLPM1,jaccard,1.4251e-6,0.032987,0.24,-0.5,20,83,100.36,131.02,0,0,NA
chr6,30340362,30340504,143,*,RD142,NA,jaccard,1.4252e-6,0.028508,0.65,0.61,35,54,7.99,73,8,0.15,NA
chr9,136453511,136454108,598,*,RD143,SEC16A,jaccard,1.4274e-6,0.037706,0.62,-0.37,16,26,128.96,131.49,0,0,NA
chr12,49566842,49568047,1206,*,RD142,MCRS1,jaccard,1.428e-6,0.02855,0.56,-0.39,55,98,148.34,182.56,0,0,NA
chr2,73939023,73946718,7696,*,RD142,DGUOK,jaccard,1.4291e-6,0.028557,0.77,0.38,102,133,111.14,336.14,0,0,NA
chr9,86319671,86322324,2654,*,RD142,TUT7,jaccard,1.4333e-6,0.028614,0.65,-0.35,22,34,121.06,123.78,0,0,NA
chr8,144467988,144468328,341,*,RD142,KIFC2,jaccard,1.434e-6,0.028614,0.27,-0.63,8,30,89.23,101.96,7,0.23,NA
chr19,14480779,14491655,10877,*,RD139,GIPC1,jaccard,1.4354e-6,0.033187,0.56,0.49,24,43,17.93,194.04,0,0,NA
chr1,39522506,39523561,1056,*,RD142,BMP8A;PPIEL,jaccard,1.4356e-6,0.028633,0,-0.7,0,26,39.15,82.75,8,0.31,NA
chr17,73200022,73200565,544,*,RD139,COG1,jaccard,1.4372e-6,0.03321,0.45,-0.53,13,29,62.87,65.99,16,0.55,NA
chr2,173963884,173964404,521,*,RD143,SP3,jaccard,1.4396e-6,0.037962,0.18,-0.52,11,60,86.02,150.36,31,0.52,NA
chr7,138515360,138519188,3829,*,RD139,TRIM24,jaccard,1.4448e-6,0.03333,0,-0.56,0,47,30.34,32.36,0,0,NA
chr1,235833668,235866842,33175,*,RD142,LYST,jaccard,1.4483e-6,0.028858,0.47,-0.48,24,51,86.73,95.97,21,0.41,NA
chr2,151806973,151812356,5384,*,RD140,ARL5A;CACNB4,jaccard,1.4483e-6,0.046404,0.5,-0.49,14,28,83.57,85.4,0,0,NA
chr21,45185092,45204554,19463,*,RD144,ADARB1,jaccard,1.4523e-6,0.048093,0,-0.96,0,8,47.16,51.21,8,1,NA
chr6,108994610,108998512,3903,*,RD139,SESN1,jaccard,1.4527e-6,0.033475,0.49,-0.44,50,102,93.05,103.84,1,0.01,NA
chr17,7945987,7947570,1584,*,RD144,CNTROB,jaccard,1.4544e-6,0.048124,0.37,-0.61,7,19,60.83,67.02,12,0.63,NA
chr9,132379106,132386555,7450,*,RD140,TTF1,jaccard,1.455e-6,0.046512,0.62,0.62,15,24,1.14,59.21,5,0.21,NA
chr2,151806973,151810377,3405,*,RD140,ARL5A;CACNB4,jaccard,1.4588e-6,0.046597,0.5,0.49,14,28,0.25,84.55,0,0,NA
chr1,35466696,35470862,4167,*,RD142,KIAA0319L,jaccard,1.4604e-6,0.029086,0.26,-0.62,7,27,95.55,104.49,0,0,NA
chr16,72106105,72107339,1235,*,RD143,DHX38,jaccard,1.4614e-6,0.038458,0.44,0.42,18,41,22.31,247.26,9,0.22,NA
chr11,95788564,95788858,295,*,RD140,FAM76B,jaccard,1.4621e-6,0.046667,0.6,0.6,39,65,0.86,36.44,0,0,NA
chr19,48470501,48470602,102,*,RD139,CYTH2,jaccard,1.4626e-6,0.033667,0.46,-0.45,16,35,197.93,208.05,19,0.54,NA
chr5,69286087,69292187,6101,*,RD143,NA,jaccard,1.4628e-6,0.03846,1,0.94,9,9,0.69,47.98,0,0,NA
chr3,193635523,193637194,1672,*,RD139,OPA1,jaccard,1.4631e-6,0.033667,0,-0.74,0,24,28.81,29.29,0,0,NA
chr3,3149234,3150539,1306,*,RD139,TRNT1;CRBN,jaccard,1.4634e-6,0.033667,0.69,0.61,31,45,8.35,102.36,14,0.31,NA
chr16,11431230,11439488,8259,*,RD143,LOC400499,jaccard,1.4636e-6,0.03846,0.67,0.65,12,18,5.44,89.95,0,0,NA
chr18,13030609,13048858,18250,*,RD143,CEP192,jaccard,1.4662e-6,0.038486,1,0.95,10,10,3.11,41.36,0,0,NA
chr17,60255259,60264259,9001,*,RD142,USP32,jaccard,1.4714e-6,0.02924,0.64,0.62,16,25,2.82,82.14,0,0,NA
chr5,159176868,159181959,5092,*,RD140,RNF145,jaccard,1.4714e-6,0.046891,0.58,-0.38,26,45,128.56,132.6,5,0.11,NA
chr16,30579848,30582510,2663,*,RD142,ZNF785,jaccard,1.4724e-6,0.02924,1,0.68,36,36,5.06,44.38,0,0,NA
chr13,112878304,112881812,3509,*,RD142,ATP11A,jaccard,1.473e-6,0.02924,0.7,0.68,19,27,3.57,68.18,8,0.3,NA
chr22,19396948,19397991,1044,*,RD140,HIRA,jaccard,1.4739e-6,0.046935,0.45,-0.5,18,40,78.31,86.71,10,0.25,NA
chr17,82016528,82016799,272,*,RD139,ASPSCR1,jaccard,1.4744e-6,0.033883,0,-0.82,0,10,135.6,152.63,10,1,NA
chr17,7394272,7394476,205,*,RD140,NA,jaccard,1.4785e-6,0.047011,0.68,0.5,27,40,36.38,216.75,13,0.32,NA
chr6,108994998,108998512,3515,*,RD139,SESN1,jaccard,1.4794e-6,0.033979,0.33,0.32,25,76,1.33,101.81,1,0.01,NA
chr6,33199207,33200766,1560,*,RD144,NA,jaccard,1.4826e-6,0.048939,0.38,0.37,16,42,0.96,150.89,24,0.57,NA
chr9,127714190,127714378,189,*,RD142,PTRH1;CFAP157,jaccard,1.4856e-6,0.029474,0.6,0.57,34,57,6.21,87.36,10,0.18,NA
chr14,75053660,75061683,8024,*,RD142,ACYP1,jaccard,1.4895e-6,0.029537,0.89,0.8,17,19,3.3,65.46,2,0.11,NA
chr17,64973518,64974950,1433,*,RD144,AMZ2P1,jaccard,1.4895e-6,0.049126,1,0.91,18,18,1.43,23.91,0,0,NA
chr6,32971198,32971594,397,*,RD140,NA,jaccard,1.4916e-6,0.047316,0.97,0.39,61,63,124.85,250.76,0,0,NA
chr5,154858817,154863206,4390,*,RD142,FAXDC2;CNOT8,jaccard,1.4917e-6,0.029553,0.32,0.3,19,60,36.72,307.5,0,0,NA
chr9,86326492,86328339,1848,*,RD144,TUT7,jaccard,1.4957e-6,0.049292,0.53,0.49,23,43,16.48,138.56,0,0,NA
chr3,36847347,36851718,4372,*,RD144,TRANK1,jaccard,1.5003e-6,0.049346,0.33,-0.56,11,33,96.13,118.2,0,0,NA
chr5,88228529,88268720,40192,*,RD144,TMEM161B,jaccard,1.5017e-6,0.049346,1,0.91,17,17,6.6,52.24,0,0,NA
chr19,49808639,49808716,78,*,RD144,FUZ,jaccard,1.5023e-6,0.049346,0.51,-0.44,21,41,127.37,137.3,1,0.02,NA
chr22,31160304,31163512,3209,*,RD142,RNF185,jaccard,1.5029e-6,0.029746,0.34,0.33,24,70,0.59,138.41,0,0,NA
chr22,19432860,19433264,405,*,RD144,HIRA;MRPL40,jaccard,1.5033e-6,0.049346,0.78,0.75,29,37,2.34,42.51,0,0,NA
chr9,75078612,75083086,4475,*,RD142,NMRK1,jaccard,1.5046e-6,0.029758,0.59,0.55,17,29,6.22,129.5,6,0.21,NA
chr11,65620937,65622205,1269,*,RD140,PCNX3,jaccard,1.5124e-6,0.047941,0.33,0.32,25,76,1.2,138.81,25,0.33,NA
chr7,107128296,107140846,12551,*,RD144,PRKAR2B;PRKAR2B-AS1,jaccard,1.5161e-6,0.049649,0,-0.92,0,8,118.85,123,0,0,NA
