gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
COPS3	ENST00000268717	129	2.2992e+02	5.6107e-01	1.1398e-05	2803	18	6.0894e+01	2.9559e-01	773	84	8.6053e+01	9.7614e-01	4.6498e-06	764	1	1.3487e-06	307	2.6241e+01	9.9949e-01	3.6537e-10	5.0780e-04	3.8109e-02	8.1700e-01	1.1700e+00	4.8500e-01	6.4900e-01	1.3000e-02	1.8100e-01		1.7395e-01	2.3651e+00	4.5660e+00	869	0	0	1	3.9764e-06	3.9764e-06	125742	1	0	125743	3.9764e-06	1.9882e-06	0.0000e+00	2.8908e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000141030	2	1269	12	protein_coding	34467	9.9290e-01	1	1.8893e+01	5.2929e-02	NA	17	17150141	17184607
TFDP2	ENST00000489671	156	2.2786e+02	6.8464e-01	1.1347e-05	2893	44	7.9533e+01	5.5323e-01	1038	72	8.8453e+01	8.1399e-01	4.6936e-06	857	1	1.5351e-06	297	2.6273e+01	9.9950e-01	3.5487e-10	5.0175e-04	3.8062e-02	6.7200e-01	9.9000e-01	6.0000e-01	7.8200e-01	1.3000e-02	1.8100e-01		1.3751e+00	1.6916e+00	4.5690e+00	870	0	0	2	8.9653e-06	4.7628e-06	121764	2	0	121766	8.2125e-06	8.2125e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.8295e-05	0.0000e+00	9.7489e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.6678e-05	0.0000e+00	8.9369e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000114126	2	1338	12	protein_coding	205110	9.7509e-01	2	1.9896e+01	1.0052e-01	NA	3	141663277	141868386
WDR7	ENST00000254442	639	8.4184e+02	7.5905e-01	4.6178e-05	9682	245	3.7606e+02	6.5150e-01	4181	300	3.1113e+02	9.6423e-01	1.8578e-05	3005	8	4.5989e-06	881	7.9585e+01	1.0000e+00	6.4877e-24	1.1345e-07	1.0052e-01	8.7700e-01	1.0610e+00	7.1000e-01	8.1000e-01	5.8000e-02	1.8100e-01		4.9599e-01	2.4844e+00	7.4358e+00	871	0	0	19	8.4865e-05	7.9852e-06	125728	20	0	125748	7.9527e-05	7.9530e-04	2.5630e-04	1.1813e-04	0.0000e+00	0.0000e+00	4.6215e-05	6.1752e-05	1.6356e-04	1.3129e-04	2.4609e-04	1.1564e-04	0.0000e+00	0.0000e+00	4.6195e-05	5.2739e-05	1.6288e-04	1.3066e-04	protein_coding	ENSG00000091157	2	4470	27	protein_coding	380255	1.0000e+00	2	5.8012e+01	3.4476e-02	NA	18	54318574	54698828
TNIK	ENST00000436636	436	7.5296e+02	5.7905e-01	4.2718e-05	8865	160	2.9446e+02	5.4336e-01	3558	262	2.7087e+02	9.6727e-01	1.4786e-05	2555	9	5.3328e-06	945	8.7001e+01	1.0000e+00	8.4801e-26	3.6842e-08	1.0345e-01	8.7400e-01	1.0710e+00	5.3400e-01	6.2700e-01	6.1000e-02	1.8100e-01		4.2342e-01	4.1047e+00	7.7492e+00	872	0	0	13	5.2803e-05	4.3527e-06	124696	13	0	124709	5.2123e-05	3.3881e-04	0.0000e+00	8.7566e-05	0.0000e+00	5.5841e-05	4.6460e-05	7.1973e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.6875e-05	0.0000e+00	5.5502e-05	4.6379e-05	7.0751e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000154310	2	4080	33	protein_coding	399070	9.9719e-01	10	6.1061e+01	1.6377e-01	NA	3	170779128	171178197
ZDHHC17	ENST00000426126	182	3.0923e+02	5.8856e-01	1.4944e-05	4157	52	1.1170e+02	4.6552e-01	1657	92	1.0268e+02	8.9597e-01	5.2002e-06	1105	2	1.7025e-06	449	3.4808e+01	9.9989e-01	1.6746e-12	1.0727e-04	5.7458e-02	7.5600e-01	1.0660e+00	5.2100e-01	6.6600e-01	2.2000e-02	1.8100e-01		8.2867e-01	2.5711e+00	5.1530e+00	873	0	0	10	4.2024e-05	4.9499e-06	124630	9	0	124639	3.6105e-05	1.6248e-04	6.4583e-05	9.3453e-05	0.0000e+00	0.0000e+00	4.8105e-05	3.5916e-05	0.0000e+00	3.5130e-05	6.4577e-05	8.6890e-05	0.0000e+00	0.0000e+00	4.6409e-05	2.6544e-05	0.0000e+00	3.2678e-05	protein_coding	ENSG00000186908	2	1896	17	protein_coding	90109	9.9839e-01	1	2.2882e+01	4.3703e-02	NA	12	77157368	77247476
NOL6	ENST00000297990	633	6.9721e+02	9.0790e-01	4.4982e-05	7279	188	2.4998e+02	7.5205e-01	2602	269	2.7954e+02	9.6229e-01	1.5957e-05	2492	5	2.9491e-06	618	5.7918e+01	1.0000e+00	1.7088e-18	2.6640e-06	8.6330e-02	8.7000e-01	1.0650e+00	8.5000e-01	9.7000e-01	4.4000e-02	1.8200e-01		4.9559e-01	8.6416e-01	6.4434e+00	874	0	0	11	4.4059e-05	4.1013e-06	125737	11	0	125748	4.3739e-05	2.4057e-04	6.2181e-05	2.9202e-05	0.0000e+00	0.0000e+00	0.0000e+00	6.1936e-05	0.0000e+00	6.5482e-05	6.1518e-05	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	6.1530e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000165271	2	3438	26	protein_coding	12490	9.9908e-01	5	4.2004e+01	1.1904e-01	NA	9	33461439	33473928
NOVA1	ENST00000539517	150	2.5378e+02	5.9106e-01	1.2486e-05	3219	15	2.9623e+01	5.0637e-01	345	115	9.5640e+01	1.2024e+00	4.9054e-06	1123	0	9.3709e-07	208	1.6448e+01	9.9621e-01	2.4272e-07	3.7902e-03	0.0000e+00	1.0330e+00	1.4040e+00	5.1700e-01	6.7700e-01	0.0000e+00	1.8200e-01		-1.5562e+00	2.3150e+00	3.7582e+00	875	0	0	4	1.5932e-05	3.9937e-06	125740	4	0	125744	1.5905e-05	3.1811e-05	0.0000e+00	2.8979e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6405e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6371e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000139910	2	1521	5	protein_coding	154662	9.7772e-01	0	1.1386e+01	0.0000e+00	NA	14	26912299	27066960
LMTK3	ENST00000270238	355	6.6910e+02	5.3056e-01	4.1930e-05	9231	41	1.5627e+02	2.6237e-01	1862	276	3.1941e+02	8.6408e-01	2.2782e-05	3345	3	2.1294e-06	559	4.2497e+01	9.9997e-01	1.7083e-14	3.1468e-05	7.0594e-02	7.8200e-01	9.5500e-01	4.8600e-01	5.7900e-01	3.1000e-02	1.8200e-01		1.9095e+00	4.3151e+00	5.6144e+00	876	0	0	2	8.1499e-06	4.1351e-06	124579	2	0	124581	8.0269e-06	8.0270e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8057e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7706e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000142235	2	4467	16	protein_coding	27919	NA	NA	NA	NA	NA	19	48988528	49016446
ATP5A1	ENST00000282050	205	3.2948e+02	6.2219e-01	1.9094e-05	3547	52	1.5695e+02	3.3131e-01	1714	126	1.1982e+02	1.0516e+00	6.7847e-06	1163	1	1.4210e-06	307	2.6050e+01	9.9945e-01	4.3474e-10	5.4535e-04	3.8388e-02	9.0900e-01	1.2190e+00	5.5400e-01	6.9900e-01	1.3000e-02	1.8200e-01		-4.4401e-01	2.4370e+00	4.5480e+00	877	0	0	4	1.9945e-05	7.9648e-06	125739	5	0	125744	1.9882e-05	4.9705e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6206e-05	3.5265e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6195e-05	3.5162e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000152234	3	1659	12	protein_coding	20191	9.9886e-01	0	1.9395e+01	0.0000e+00	NA	18	43664110	43684300
SLC7A3	ENST00000374299	162	2.4591e+02	6.5877e-01	1.9609e-05	3934	17	5.4584e+01	3.1145e-01	1117	102	9.7545e+01	1.0457e+00	7.7848e-06	1341	0	1.1107e-06	292	1.6398e+01	9.9614e-01	2.5401e-07	3.8615e-03	0.0000e+00	8.9000e-01	1.2330e+00	5.7900e-01	7.5000e-01	0.0000e+00	1.8200e-01		-3.5459e-01	1.9016e+00	3.7525e+00	878	0	0	1	5.4518e-06	5.4518e-06	125640	1	0	125641	3.9796e-06	1.9898e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2212e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8015e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000165349	2	1857	11	protein_coding	5544	9.6779e-01	0	1.0375e+01	0.0000e+00	NA	X	70145432	70150975
MLLT10	ENST00000307729	447	5.5286e+02	8.0852e-01	2.6727e-05	6902	109	1.9046e+02	5.7229e-01	2405	218	1.9670e+02	1.1083e+00	9.4942e-06	2105	5	2.9167e-06	698	5.7656e+01	1.0000e+00	2.1695e-18	2.9382e-06	8.6722e-02	9.9200e-01	1.2400e+00	7.4700e-01	8.7400e-01	4.4000e-02	1.8200e-01		-1.1941e+00	1.5999e+00	6.4260e+00	879	0	0	17	7.2524e-05	7.9736e-06	125731	17	0	125748	6.7598e-05	5.7460e-04	0.0000e+00	8.8919e-05	9.9344e-05	5.5121e-05	0.0000e+00	7.1190e-05	3.3140e-04	9.8578e-05	0.0000e+00	8.6729e-05	9.9211e-05	5.4367e-05	0.0000e+00	7.0320e-05	3.2579e-04	6.5327e-05	protein_coding	ENSG00000078403	2	3204	22	protein_coding	209466	9.9958e-01	4	3.9722e+01	1.0070e-01	NA	10	21823094	22032559
MLLT6	ENST00000325718	454	5.9861e+02	7.5842e-01	3.5672e-05	6902	29	4.2734e+01	6.7861e-01	506	277	2.6801e+02	1.0335e+00	1.7239e-05	2364	3	2.0344e-06	510	4.2518e+01	9.9997e-01	1.6759e-14	3.1221e-05	7.0559e-02	9.3600e-01	1.1420e+00	7.0100e-01	8.2000e-01	3.1000e-02	1.8200e-01		-4.3173e-01	2.1004e+00	5.6160e+00	880	0	0	5	2.1154e-05	4.9601e-06	125717	5	0	125722	1.9885e-05	4.9714e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.6922e-05	4.6211e-05	2.0412e-05	0.0000e+00	3.2753e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	4.6195e-05	1.7586e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000108292	2	3279	20	protein_coding	24262	9.9876e-01	2	2.7987e+01	7.1462e-02	NA	17	36861795	36886056
RP11-152F13.10	ENST00000562833	72	1.5318e+02	4.7004e-01	8.5898e-06	1912	18	6.6936e+01	2.6891e-01	747	56	5.6530e+01	9.9062e-01	3.0862e-06	578	0	1.0072e-06	173	1.6374e+01	9.9610e-01	2.5972e-07	3.8968e-03	0.0000e+00	7.9800e-01	1.2380e+00	3.8800e-01	5.7200e-01	0.0000e+00	1.8200e-01		5.5412e-02	2.3308e+00	3.7497e+00	881	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000260836	2	880	8	protein_coding	15900	NA	NA	NA	NA	NA	15	83208783	83224682
ATP2C1	ENST00000393221	280	5.1448e+02	5.4424e-01	2.5656e-05	6368	51	1.6714e+02	3.0513e-01	2039	162	1.6729e+02	9.6835e-01	8.1989e-06	1873	5	2.9794e-06	685	5.7657e+01	1.0000e+00	2.1663e-18	2.9364e-06	8.6720e-02	8.5100e-01	1.1030e+00	4.9300e-01	6.0100e-01	4.4000e-02	1.8200e-01		3.2179e-01	3.6736e+00	6.4261e+00	882	0	0	9	6.3706e-05	2.7840e-05	125732	16	0	125748	6.3621e-05	5.0899e-04	1.2308e-04	5.7882e-05	9.9265e-05	5.4681e-05	4.6224e-05	7.9194e-05	0.0000e+00	0.0000e+00	1.2304e-04	5.7819e-05	9.9211e-05	5.4367e-05	4.6195e-05	7.9110e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000017260	3	2919	28	protein_coding	166118	9.9980e-01	4	4.1667e+01	9.6000e-02	NA	3	130569439	130735556
RNF8	ENST00000373479	156	2.5245e+02	6.1794e-01	1.2115e-05	3201	51	9.5586e+01	5.3355e-01	1170	65	8.9639e+01	7.2513e-01	4.1574e-06	874	1	1.2660e-06	313	2.5943e+01	9.9943e-01	4.7899e-10	5.6748e-04	3.8545e-02	5.9300e-01	8.9100e-01	5.4200e-01	7.0600e-01	1.3000e-02	1.8300e-01		2.0457e+00	2.1572e+00	4.5380e+00	883	0	0	2	7.9773e-06	3.9970e-06	125736	2	0	125738	7.9531e-06	7.9531e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.8363e-06	0.0000e+00	3.2686e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7909e-06	0.0000e+00	3.2663e-05	protein_coding	ENSG00000112130	2	1455	8	protein_coding	40767	9.9589e-01	1	2.0363e+01	4.9108e-02	NA	6	37321748	37362514
SET	ENST00000372692	55	1.4507e+02	3.7913e-01	7.0639e-06	1935	1	2.5350e+01	3.9448e-02	446	60	5.4394e+01	1.1031e+00	3.0352e-06	471	0	6.8769e-07	220	1.6284e+01	9.9597e-01	2.8174e-07	4.0289e-03	0.0000e+00	8.9500e-01	1.3680e+00	3.0400e-01	4.7500e-01	0.0000e+00	1.8300e-01		-5.9756e-01	2.6574e+00	3.7394e+00	884	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000119335	2	870	8	protein_coding	12977	9.6336e-01	0	1.0019e+01	0.0000e+00	NA	9	131445703	131458679
UBE3C	ENST00000348165	421	5.9579e+02	7.0662e-01	3.2557e-05	7097	67	1.4843e+02	4.5138e-01	1779	216	2.3142e+02	9.3337e-01	1.3536e-05	2075	5	3.1625e-06	673	5.7378e+01	1.0000e+00	2.7923e-18	3.2590e-06	8.7141e-02	8.3400e-01	1.0450e+00	6.5200e-01	7.6600e-01	4.5000e-02	1.8300e-01		7.9684e-01	2.5448e+00	6.4076e+00	885	0	0	18	1.7109e-04	8.6474e-05	125708	38	1	125747	1.5509e-04	3.0244e-03	2.4730e-04	6.2486e-05	1.9924e-04	0.0000e+00	0.0000e+00	9.7325e-05	0.0000e+00	8.2724e-04	2.4609e-04	5.7819e-05	1.9843e-04	0.0000e+00	0.0000e+00	9.6693e-05	0.0000e+00	6.5347e-04	protein_coding	ENSG00000009335	2	3249	23	protein_coding	130460	1.0000e+00	1	4.3475e+01	2.3002e-02	NA	7	156931607	157062066
SYCP2	ENST00000357552	691	7.1037e+02	9.7273e-01	3.3992e-05	10180	144	1.8815e+02	7.6535e-01	2942	246	2.3608e+02	1.0420e+00	1.1813e-05	2576	9	4.1145e-06	1226	8.5955e+01	1.0000e+00	2.1994e-25	5.4484e-08	1.0471e-01	9.3800e-01	1.1580e+00	9.1300e-01	1.0360e+00	6.2000e-02	1.8300e-01		-5.0748e-01	2.5831e-01	7.6917e+00	886	0	0	12	1.4331e-04	5.9420e-05	125675	34	0	125709	1.3524e-04	2.2993e-03	6.1629e-05	0.0000e+00	0.0000e+00	2.1995e-04	0.0000e+00	2.4980e-04	0.0000e+00	6.7729e-05	6.1533e-05	0.0000e+00	0.0000e+00	2.1749e-04	0.0000e+00	2.3747e-04	0.0000e+00	6.5336e-05	protein_coding	ENSG00000196074	2	4590	43	protein_coding	70093	9.9999e-01	6	5.9691e+01	1.0052e-01	NA	20	58438618	58508710
CIC	ENST00000575354	904	9.6753e+02	9.3434e-01	6.4384e-05	9995	305	4.2299e+02	7.2107e-01	4198	545	4.2710e+02	1.2760e+00	2.9715e-05	3758	4	2.5900e-06	602	4.9923e+01	9.9999e-01	2.2125e-16	1.0181e-05	8.0123e-02	1.1890e+00	1.3700e+00	8.8400e-01	9.8700e-01	3.8000e-02	1.8300e-01	syn_outlier	-4.4843e+00	7.2576e-01	6.0228e+00	887	0	0	9	3.6167e-05	4.0579e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	6.1996e-05	8.6854e-05	0.0000e+00	5.4825e-05	0.0000e+00	3.5630e-05	0.0000e+00	0.0000e+00	6.1518e-05	8.6729e-05	0.0000e+00	5.4367e-05	0.0000e+00	3.5159e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000079432	2	4824	20	protein_coding	27261	9.9990e-01	2	3.4797e+01	5.7476e-02	NA	19	42772689	42799949
ACAN	ENST00000439576	1197	1.2173e+03	9.8329e-01	7.1744e-05	15847	323	3.3093e+02	9.7605e-01	4398	498	5.0643e+02	9.8335e-01	3.2547e-05	5615	7	3.5355e-06	981	7.1734e+01	1.0000e+00	7.3693e-22	4.1087e-07	9.7582e-02	9.1300e-01	1.0590e+00	9.3700e-01	1.0310e+00	5.4000e-02	1.8300e-01		2.9449e-01	2.0716e-01	7.0826e+00	888	0	0	13	5.6348e-05	8.1392e-06	124951	13	0	124964	5.2016e-05	3.3811e-04	1.9305e-04	0.0000e+00	9.9384e-05	2.2277e-04	0.0000e+00	3.5480e-05	0.0000e+00	6.5374e-05	1.9064e-04	0.0000e+00	9.9330e-05	1.6603e-04	0.0000e+00	3.5316e-05	0.0000e+00	6.5345e-05	protein_coding	ENSG00000157766	3	7590	17	protein_coding	71912	9.9999e-01	2	4.2215e+01	4.7376e-02	NA	15	89346674	89418585
SF1	ENST00000377387	151	3.3842e+02	4.4620e-01	2.0207e-05	4316	16	1.0873e+02	1.4716e-01	1186	152	1.2036e+02	1.2629e+00	7.1634e-06	1456	1	1.3340e-06	323	2.5936e+01	9.9943e-01	4.8209e-10	5.6899e-04	3.8556e-02	1.1060e+00	1.4450e+00	3.9000e-01	5.1100e-01	1.3000e-02	1.8300e-01		-2.2672e+00	3.6203e+00	4.5373e+00	889	0	0	1	4.1439e-06	4.1439e-06	120659	1	0	120660	4.1439e-06	2.0719e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.7760e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.7761e-05	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000168066	2	2019	13	protein_coding	14181	9.9886e-01	0	1.9377e+01	0.0000e+00	NA	11	64532078	64546258
EPHB2	ENST00000374632	465	6.3947e+02	7.2717e-01	4.5332e-05	6501	154	2.5492e+02	6.0412e-01	2558	267	2.6836e+02	9.9493e-01	2.0879e-05	1948	3	2.0196e-06	479	4.2232e+01	9.9997e-01	2.1752e-14	3.4749e-05	7.1037e-02	8.9900e-01	1.1010e+00	6.7300e-01	7.8500e-01	3.1000e-02	1.8400e-01		6.5236e-02	2.4517e+00	5.5942e+00	890	0	0	7	7.9679e-05	5.1808e-05	125728	20	0	125748	7.9527e-05	7.9530e-04	1.2308e-04	2.8928e-05	0.0000e+00	5.4735e-05	5.1001e-04	4.3981e-05	0.0000e+00	0.0000e+00	1.2304e-04	2.8909e-05	0.0000e+00	5.4367e-05	5.0826e-04	4.3949e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000133216	2	2961	16	protein_coding	204487	9.9995e-01	0	2.7680e+01	0.0000e+00	NA	1	23037332	23241818
CSNK2A2	ENST00000262506	70	1.9348e+02	3.6180e-01	1.0176e-05	2309	13	8.1474e+01	1.5956e-01	984	43	6.7823e+01	6.3400e-01	3.4309e-06	621	1	1.5934e-06	269	2.5812e+01	9.9940e-01	5.3989e-10	5.9605e-04	3.8742e-02	4.9600e-01	8.1800e-01	2.9700e-01	4.4100e-01	1.3000e-02	1.8400e-01		2.3694e+00	3.1546e+00	4.5255e+00	891	0	0	2	7.9614e-06	3.9824e-06	125736	2	0	125738	7.9531e-06	7.9531e-06	6.1576e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7949e-06	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7911e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000070770	2	1050	11	protein_coding	40014	9.9915e-01	0	2.0188e+01	0.0000e+00	NA	16	58191811	58231824
FAT4	ENST00000394329	2545	2.6348e+03	9.6591e-01	1.3769e-04	32695	990	1.1861e+03	8.3470e-01	15034	1071	1.0181e+03	1.0519e+00	5.5637e-05	10185	16	7.1775e-06	1792	1.3226e+02	1.0000e+00	2.3685e-36	1.6892e-10	1.2097e-01	1.0000e+00	1.1060e+00	9.3400e-01	9.9800e-01	8.1000e-02	1.8400e-01		-1.3027e+00	6.2191e-01	9.3680e+00	892	0	0	42	2.1214e-04	3.5920e-05	125696	52	0	125748	2.0678e-04	5.3769e-03	3.7570e-04	5.8569e-05	3.9720e-04	5.6529e-05	9.4531e-05	2.2088e-04	0.0000e+00	4.2470e-04	3.6916e-04	5.7819e-05	3.9690e-04	5.4367e-05	9.2392e-05	2.1977e-04	0.0000e+00	3.9203e-04	protein_coding	ENSG00000196159	2	14943	17	protein_coding	176534	1.0000e+00	6	8.1822e+01	7.3330e-02	NA	4	126237554	126414087
NAP1L1	ENST00000261182	132	2.0256e+02	6.5167e-01	1.0125e-05	2631	8	3.9893e+01	2.0053e-01	594	57	6.0754e+01	9.3821e-01	2.8804e-06	634	1	1.2711e-06	328	2.5845e+01	9.9941e-01	5.2403e-10	5.8880e-04	3.8693e-02	7.5700e-01	1.1700e+00	5.6500e-01	7.5300e-01	1.3000e-02	1.8400e-01		3.7862e-01	1.7617e+00	4.5286e+00	893	0	0	4	2.4520e-05	1.2135e-05	125568	6	0	125574	2.3891e-05	7.1673e-05	6.2174e-05	0.0000e+00	0.0000e+00	5.6332e-05	4.7263e-05	1.7809e-05	0.0000e+00	3.3591e-05	6.1540e-05	0.0000e+00	0.0000e+00	5.4385e-05	4.6208e-05	1.7600e-05	0.0000e+00	3.2740e-05	protein_coding	ENSG00000187109	2	1173	14	protein_coding	40144	9.9388e-01	1	1.9292e+01	5.1835e-02	NA	12	76438670	76478813
MED12L	ENST00000474524	869	1.1705e+03	7.4239e-01	6.4546e-05	14032	251	4.4912e+02	5.5888e-01	5520	465	4.5246e+02	1.0277e+00	2.6833e-05	4124	15	6.8350e-06	1383	1.2523e+02	1.0000e+00	1.2775e-34	4.5062e-10	1.1978e-01	9.5200e-01	1.1100e+00	7.0100e-01	7.8500e-01	7.9000e-02	1.8400e-01		-4.6351e-01	3.1320e+00	9.1279e+00	894	0	0	21	9.2439e-05	8.0753e-06	125725	23	0	125748	9.1457e-05	1.0518e-03	1.2499e-04	2.9426e-05	0.0000e+00	1.0938e-04	4.6224e-05	1.2414e-04	0.0000e+00	9.9007e-05	1.2304e-04	2.8909e-05	0.0000e+00	1.0874e-04	4.6195e-05	1.2306e-04	0.0000e+00	9.7993e-05	protein_coding	ENSG00000144893	2	6435	43	protein_coding	351377	1.0000e+00	11	8.7580e+01	1.2560e-01	NA	3	150803484	151154860
ALAS2	ENST00000330807	131	2.3274e+02	5.6286e-01	1.8209e-05	3841	28	9.8899e+01	2.8312e-01	1577	94	8.4470e+01	1.1128e+00	6.0267e-06	1175	0	1.1633e-06	277	1.6209e+01	9.9586e-01	3.0153e-07	4.1424e-03	0.0000e+00	9.4100e-01	1.3210e+00	4.8700e-01	6.5100e-01	0.0000e+00	1.8400e-01		-8.1511e-01	2.3698e+00	3.7308e+00	895	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000158578	2	1761	10	protein_coding	22010	9.7065e-01	0	1.0631e+01	0.0000e+00	NA	X	55035488	55057497
CEP350	ENST00000367607	1346	1.4971e+03	8.9909e-01	7.6407e-05	20330	393	4.7893e+02	8.2058e-01	6690	502	5.3103e+02	9.4533e-01	2.6451e-05	5792	17	7.8445e-06	1869	1.3887e+02	1.0000e+00	6.5030e-38	7.4399e-11	1.2242e-01	8.7800e-01	1.0180e+00	8.5900e-01	9.4000e-01	8.3000e-02	1.8400e-01		9.9032e-01	1.3875e+00	9.5831e+00	896	0	0	28	1.3310e-04	1.1964e-05	125561	32	0	125593	1.2740e-04	2.0386e-03	1.3232e-04	2.0432e-04	1.0225e-04	1.0889e-04	9.3129e-05	1.5206e-04	0.0000e+00	6.7289e-05	1.2305e-04	2.0238e-04	9.9310e-05	1.0875e-04	9.2451e-05	1.4098e-04	0.0000e+00	6.5327e-05	protein_coding	ENSG00000135837	2	9351	37	protein_coding	160143	1.0000e+00	11	8.3283e+01	1.3208e-01	NA	1	179923873	180084015
DDX21	ENST00000354185	283	4.2537e+02	6.6531e-01	2.2485e-05	5148	35	1.0775e+02	3.2482e-01	1318	122	1.4517e+02	8.4039e-01	7.4518e-06	1486	3	2.3745e-06	499	4.2216e+01	9.9997e-01	2.2061e-14	3.4951e-05	7.1063e-02	7.2500e-01	9.7700e-01	6.0300e-01	7.3400e-01	3.1000e-02	1.8400e-01		1.5117e+00	2.4530e+00	5.5930e+00	897	0	0	7	5.1994e-05	2.4043e-05	125734	13	0	125747	5.1692e-05	3.3601e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1496e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1427e-04	0.0000e+00	0.0000e+00	protein_coding	ENSG00000165732	2	2349	15	protein_coding	28946	9.9804e-01	3	3.1165e+01	9.6263e-02	NA	10	70715884	70744829
